CODIGO;DESCRICAO;GRUPO;COD_GRUPO
854004-7;GREEN - EASY 110cc;GREEN;456
854003-9;GREEN - RUNNER 125cc;GREEN;456
854002-0;GREEN - SAFARI 150cc;GREEN;456
854001-2;GREEN - SPORT 150cc;GREEN;456
068002-8;HAFEI - Towner Furgão 1.0 8V 48cv 5p;HAFEI;457
068001-0;HAFEI - Towner Passageiro 1.0 8V 48cv 7L 5p;HAFEI;457
068003-6;HAFEI - Towner Pick-up 1.0 8V 48cv 2p;HAFEI;457
068005-2;Towner Jr. Pick-up 1.0 8V 48cv  CD 4p;HAFEI;457
068004-4;Towner Jr. Pick-up 1.0 8V 48cv  CS 2p;HAFEI;457
068007-9;Towner Jr. Pick-up Baú 1.0 8V 48cv 2p;HAFEI;457
068008-7;Towner Jr. Pick-up Baú 1.0 8V 48cv CD 4p;HAFEI;457
068006-0;Towner Pick_up Baú 1.0 8V 48cv 2p;HAFEI;457
856002-1;HAOBAO - HB110-3;HAOBAO;458
856001-3;HAOBAO - HB125-9 FEARFULSPEED;HAOBAO;458
856004-8;HAOBAO - HB150;HAOBAO;458
856003-0;HAOBAO - HB150-T R5 FEARFULSPEED;HAOBAO;458
015069-0;Hyundai - AZERA GLS 3.3 V6 24V 235cv 4p Aut.;HYUNDAI AZERA;459
015083-5;HYUNDAI AZERA 3.0 V6 24V AUT.;HYUNDAI AZERA;459
015084-3;HYUNDAI GENESIS SEDAN 3.8 V6 24V AUT.;HYUNDAI AZERA;459
523001-2;HYUNDAI HD 78 3.0 16V;HYUNDAI AZERA;459
015068-1;Hyundai - VERACRUZ GLS 3.8 4WD Aut.;HYUNDAI VERACRUZ;460
506043-5;IVECO - DAILY FURGONE 35S14 4p (diesel);IVECO DAILY OUTROS;461
506044-3;IVECO - DAILY GRAN FURGONE 35S14 4p (diesel);IVECO DAILY OUTROS;461
506051-6;IVECO - DAILY GRAN FURGONE 45S14 2p (diesel);IVECO DAILY OUTROS;461
506046-0;IVECO - DAILY GRAN FURGONE 55C16 4p ( diesel);IVECO DAILY OUTROS;461
506047-8;IVECO - DAILY MAXI FURGONE 55C16 4p (diesel);IVECO DAILY OUTROS;461
506045-1;IVECO - DAILY VETRATO 55C16 4p (diesel);IVECO DAILY OUTROS;461
506146-6;IVECO-DAILY MinibusTURISMO 50C17 (dies.)(E5);IVECO DAILY OUTROS;461
859002-8;JIAPENG VOLCANO - JP 110;JIAPENG VOLCANO;462
859001-0;JIAPENG VOLCANO - JP 150;JIAPENG VOLCANO;462
865001-2;JONNY - ATLANTIC 150cc;JONNY;463
865006-3;JONNY - ATLANTIC 250cc;JONNY;463
865002-0;JONNY - HYPE 110cc;JONNY;463
865003-9;JONNY - JONNY 50 49cc;JONNY;463
865004-7;JONNY - Orbit 150cc;JONNY;463
865007-1;JONNY - PEGASUS 150cc;JONNY;463
865005-5;JONNY - TR 150cc;JONNY;463
865013-6;JONNY SCOOTER HYPE 125CC;JONNY;463
815005-2;KAHENA - 125 K-TOP;KAHENA;464
815004-4;KAHENA - 125 TOP;KAHENA;464
815006-0;KAHENA - 250 DUAL;KAHENA;464
815007-9;KAHENA MOTO 250 DUAL-T;KAHENA;464
858002-2;LERIVO - Formigão Furgão 200cc;LERIVO;465
858001-4;LERIVO - Formigão Pick-Up 200cc;LERIVO;465
863003-8;Lon-V - LY 150T-5 RETRÔ;LON V LY;466
863002-0;Lon-V - LY 150T-6A CLASSIC;LON V LY;466
863001-1;Lon-V - LY 150T-7A RACER LIMITED EDITION;LON V LY;466
863004-6;LON-V SCOOTER LY 151T DELUXE;LON V LY;466
065003-0;Mahindra - SCORPIO 2.6 CD TB Diesel CRDe 4x4;MAHINDRA;467
065002-1;Mahindra - SCORPIO 2.6 CS TB Diesel CRDe 4x4;MAHINDRA;467
065001-3;Mahindra - SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD;MAHINDRA;467
065005-6;MAHINDRA PICK-UP CD 2.2 CRDE 4X4;MAHINDRA;467
065004-8;MAHINDRA PICK-UP CS 2.2 CRDE 4X4;MAHINDRA;467
065008-0;Mahindra-SUV 2.2 4x4 (diesel) Mec.;MAHINDRA;467
065007-2;PIK-UP CD 2.2 4X2 (diesel) Mec.;MAHINDRA;467
065006-4;PIK-UP CS 2.2 4X2 (diesel) Mec.;MAHINDRA;467
862002-4;Malaguti - CIAK MASTER 200;MALAGUTI;468
862001-6;Malaguti - SPIDER MAXGT 500;MALAGUTI;468
023066-9;Nissan - TIIDA 1.8 S 16V 124cv Aut.;NISSAN - TIIDA;469
023065-0;Nissan - TIIDA 1.8 S 16V 124cv Mec.;NISSAN - TIIDA;469
023068-5;Nissan - TIIDA 1.8 SL 16V 124cv Aut.;NISSAN - TIIDA;469
023067-7;Nissan - TIIDA 1.8 SL 16V 124cv Mec.;NISSAN - TIIDA;469
023098-7;TIIDA Sedan 1.8 16V Flex Fuel 4p;NISSAN - TIIDA;469
023114-2;TIIDA Sedan 1.8 16V Flex Fuel 4p Aut.;NISSAN - TIIDA;469
024202-0;207 Active 1.4 Flex 8V 5p;PEUGEOT 207;470
024192-0;207 Blue Lion 1.4 Flex 8V 5p;PEUGEOT 207;470
024167-9;207 QUIKSILVER 1.4 Flex 8V 3p;PEUGEOT 207;470
024168-7;207 QUIKSILVER 1.4 Flex 8V 5p;PEUGEOT 207;470
024203-9;207 Sedan Active 1.4 Flex 8V 4p;PEUGEOT 207;470
024204-7;207 Sedan Allure 1.4 Flex 8v 4p;PEUGEOT 207;470
024164-4;207 X-Line 1.4 Flex 8V 3p;PEUGEOT 207;470
024165-2;207 X-Line 1.4 Flex 8V 5p;PEUGEOT 207;470
024156-3;Peugeot - 207 Sed. Passion XR Sport 1.4 Flex 8V 4p;PEUGEOT 207;470
024155-5;Peugeot - 207 Sedan Passion XR 1.4 Flex 8V 4p;PEUGEOT 207;470
024157-1;Peugeot - 207 Sedan Passion XS 1.6 Flex 16V 4p;PEUGEOT 207;470
024158-0;Peugeot - 207 Sedan Passion XS 1.6 Flex 16V 4p Aut;PEUGEOT 207;470
024159-8;Peugeot - 207 SW ESCAPADE 1.6 16V Flex 5p;PEUGEOT 207;470
024152-0;Peugeot - 207 SW XR 1.4 Flex 8V 5p;PEUGEOT 207;470
024153-9;Peugeot - 207 SW XR Sport 1.4 Flex 8V 5p;PEUGEOT 207;470
024154-7;Peugeot - 207 SW XS 1.6 Flex 16V 5p Aut.;PEUGEOT 207;470
024145-8;Peugeot - 207 XR 1.4 Flex 8V 3p;PEUGEOT 207;470
024146-6;Peugeot - 207 XR 1.4 Flex 8V 5p;PEUGEOT 207;470
024147-4;Peugeot - 207 XR Sport 1.4 Flex 8V 3p;PEUGEOT 207;470
024148-2;Peugeot - 207 XR Sport 1.4 Flex 8V 5p;PEUGEOT 207;470
024149-0;Peugeot - 207 XS 1.6 Flex 16V 3p;PEUGEOT 207;470
024150-4;Peugeot - 207 XS 1.6 Flex 16V 5p;PEUGEOT 207;470
024151-2;Peugeot - 207 XS 1.6 Flex 16V 5p Aut.;PEUGEOT 207;470
024183-0;PEUGEOT 207 HATCH QUIKSILVER 1.6 16V FLEX;PEUGEOT 207;470
025218-2;LOGAN Dyna. EasyR Hi-Flex 1.6 8V Aut.;RENAULT LOGAN;471
025208-5;LOGAN Dynamique Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025217-4;LOGAN Expres. EasyR Hi-Flex 1.6 8V Aut.;RENAULT LOGAN;471
025135-6;Renault - LOGAN Authentique Hi-Flex 1.0 16V 4p;RENAULT LOGAN;471
025138-0;Renault - LOGAN Authentique Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025136-4;Renault - LOGAN Expression Hi-Flex 1.0 16V 4p;RENAULT LOGAN;471
025139-9;Renault - LOGAN Expression Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025137-2;Renault - LOGAN Privilège Hi-Flex 1.6 16V 4p;RENAULT LOGAN;471
025140-2;Renault - LOGAN Privilège Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025178-0;RENAULT LOGAN SEDAN AVANTAGE 1.0 16V HI-FLEX;RENAULT LOGAN;471
025177-1;RENAULT LOGAN SEDAN EXPRESSION 1.6 HI-FLEX AUT.;RENAULT LOGAN;471
025242-5;Renault-LOGAN Authentique Flex 1.0 12V 4p;RENAULT LOGAN;471
025226-3;Renault-LOGAN Authentique Plus Hi-F. 1.0 16V 4p;RENAULT LOGAN;471
025252-2;Renault-LOGAN Dynamique EasyR Flex 1.6 16V 4p;RENAULT LOGAN;471
025255-7;Renault-LOGAN Dynamique Flex 1.6 16V 4p;RENAULT LOGAN;471
025224-7;Renault-LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025223-9;Renault-LOGAN Exclusive Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025268-9;Renault-LOGAN Expres. Avantage Flex 1.0 12v 4p;RENAULT LOGAN;471
025269-7;Renault-LOGAN Expres. Avantage Flex 1.6 16V 4p;RENAULT LOGAN;471
025238-7;Renault-LOGAN Expres. P.Avant. Hi-Flex 1.6 8V 4p;RENAULT LOGAN;471
025256-5;Renault-LOGAN Expression Easy R Flex 1.6 16V 4p;RENAULT LOGAN;471
025241-7;Renault-LOGAN Expression Flex 1.0 12V 4p;RENAULT LOGAN;471
025253-0;Renault-LOGAN Expression Flex 1.6 16V 4p;RENAULT LOGAN;471
025141-0;Renault - SANDERO Authentique Hi-Flex 1.0 16V 5p;RENAULT SANDERO;472
025142-9;Renault - SANDERO Authentique Hi-Flex 1.6 8V 5p;RENAULT SANDERO;472
025143-7;Renault - SANDERO Expression Hi-Flex 1.0 16V 5p;RENAULT SANDERO;472
025144-5;Renault - SANDERO Expression Hi-Flex 1.6 8V 5p;RENAULT SANDERO;472
025152-6;Renault - SANDERO NOKIA Hi-Flex 1.6 16V 5p;RENAULT SANDERO;472
025146-1;Renault - SANDERO Privilège Hi-Flex 1.6 16V 5p;RENAULT SANDERO;472
025145-3;Renault - SANDERO Privilège Hi-Flex 1.6 8V 5p;RENAULT SANDERO;472
025156-9;Renault - SANDERO STEPWAY Hi-Flex 1.6 16V 5p;RENAULT SANDERO;472
025172-0;RENAULT SANDERO GT LINE 1.6 16V HI-FLEX;RENAULT SANDERO;472
025190-9;RENAULT SANDERO GT LINE 1.6 8V HI-FLEX;RENAULT SANDERO;472
025176-3;RENAULT SANDERO PRIVILEGE 1.6 16V HI-FLEX AUT.;RENAULT SANDERO;472
025187-9;RENAULT SANDERO STEPWAY 1.6 16V HI FLEX AUT.;RENAULT SANDERO;472
025189-5;RENAULT SANDERO STEPWAY 1.6 8V HI-FLEX;RENAULT SANDERO;472
025188-7;RENAULT SANDERO STEPWAY CURL 1.6 16V HI-FLEX;RENAULT SANDERO;472
025227-1;Renault-SANDERO Auth. Plus Hi-Power 1.0 16V 5p;RENAULT SANDERO;472
025243-3;Renault-SANDERO Authentique Flex 1.0 12V 5p;RENAULT SANDERO;472
025248-4;Renault-SANDERO Dynamique Easy R Flex 1.6 16V 5p;RENAULT SANDERO;472
025254-9;Renault-SANDERO Dynamique Flex 1.6 16V 5p;RENAULT SANDERO;472
025251-4;Renault-SANDERO Expres. EasyR Flex 1.6 16V 5p;RENAULT SANDERO;472
025237-9;Renault-SANDERO Expres. P.Avant. Hi.P. 1.6 8V 5p;RENAULT SANDERO;472
025244-1;Renault-SANDERO Expression Flex 1.0 12V 5p;RENAULT SANDERO;472
025250-6;Renault-SANDERO Expression Flex 1.6 16V 5p;RENAULT SANDERO;472
025249-2;Renault-SANDERO GT line Flex 1.6 16V 5p;RENAULT SANDERO;472
025229-8;Renault-SANDERO GT line Hi-Power 1.6 8V 5p;RENAULT SANDERO;472
025260-3;Renault-SANDERO RS Racing Spirit Flex 2.0 16V 5p;RENAULT SANDERO;472
025228-0;Renault-SANDERO SPORT RS 2.0 Hi-Power 16V 5p;RENAULT SANDERO;472
025222-0;Renault-SANDERO STEP. Easy R H-Power 1.6 8V;RENAULT SANDERO;472
025236-0;Renault-SANDERO STEP. Easy R R.CURL H.P. 1.6 5p;RENAULT SANDERO;472
025235-2;Renault-SANDERO STEP. R. CURL Hi-Power 1.6 8V 5p;RENAULT SANDERO;472
025247-6;Renault-SANDERO STEPWAY Easy R Flex 1.6 16V 5p;RENAULT SANDERO;472
025270-0;Renault-SANDERO STEPWAY EXP. Flex 1.6 16V 5p;RENAULT SANDERO;472
025246-8;Renault-SANDERO STEPWAY Flex 1.6 16V 5p;RENAULT SANDERO;472
025245-0;Renault-SANDERO vibe Flex 1.0 12V 5p;RENAULT SANDERO;472
025216-6;SANDERO Authentique Hi-Power 1.0 16V 5p;RENAULT SANDERO;472
025219-0;SANDERO Dyna. EasyR Hi-Flex 1.6 8V Aut.;RENAULT SANDERO;472
025213-1;SANDERO Dynamique Hi-Power 1.6 8V 5p;RENAULT SANDERO;472
025220-4;SANDERO Expres EasyR Hi-Flex 1.6 8V Aut.;RENAULT SANDERO;472
025215-8;SANDERO Expression Hi-Power 1.0 16V 5p;RENAULT SANDERO;472
025214-0;SANDERO Expression Hi-Power 1.6 8V 5p;RENAULT SANDERO;472
025275-1;SANDERO GT line Flex 1.0 12V 5p;RENAULT SANDERO;472
025272-7;SANDERO STEP. Easy R Dyn. Flex 1.6 16V;RENAULT SANDERO;472
025271-9;SANDERO STEPWAY Dynamiq. Flex 1.6 16V 5p;RENAULT SANDERO;472
025211-5;SANDERO STEPWAY Tweed HFlex 1.6 16V Aut;RENAULT SANDERO;472
025210-7;SANDERO STEPWAY Tweed HFlex 1.6 8V 5p;RENAULT SANDERO;472
025207-7;SANDERO TechRun Hi-Flex 1.0 16V 5p;RENAULT SANDERO;472
025168-2;SANDERO vibe Hi-Flex 1.6 8V 5p;RENAULT SANDERO;472
850001-0;SHINERAY - XY 110V Wave;SHINERAY;473
850006-1;SHINERAY - XY 125-14 ESD;SHINERAY;473
850002-9;SHINERAY - XY 150 ZH;SHINERAY;473
850003-7;SHINERAY - XY 150-5 Speed;SHINERAY;473
850009-6;SHINERAY - XY 150-GY;SHINERAY;473
850004-5;SHINERAY - XY 200-5 Speed/ XY 200-5;SHINERAY;473
850005-3;SHINERAY - XY 200-III;SHINERAY;473
850008-8;SHINERAY - XY 250-5;SHINERAY;473
850007-0;SHINERAY - XY 50-Q;SHINERAY;473
850010-0;SHINERAY MOTO XY 150-5 MAX;SHINERAY;473
850013-4;SHINERAY MOTO XY 200-5 ROAD WIND NAKED;SHINERAY;473
850011-8;SHINERAY MOTO XY 50-Q PHOENIX;SHINERAY;473
850023-1;SHINERAY-BOLT 250;SHINERAY;473
850024-0;SHINERAY-RETRO EX 50;SHINERAY;473
850025-8;SHINERAY-SUPER SMART 50;SHINERAY;473
850022-3;SHINERAY-XY 50Q-2 VENICE;SHINERAY;473
082007-5;X30 VAN 1.3 16V Mec.;SHINERAY;473
029078-5;Volvo - XC 60 3.0 285cv AWD 5p;VOLVO XC60;474
029079-3;VOLVO XC60 R-DESIGN 3.0 24V 4X4;VOLVO XC60;474
029085-8;VOLVO XC60 T5 2.0 4X2;VOLVO XC60;474
029087-4;VOLVO XC60 T5 2.0 R-DESIGN 4X2;VOLVO XC60;474
029109-9;Volvo-XC 60 D-5 KINETIC 2.4 AWD Diesel 5p;VOLVO XC60;474
029108-0;Volvo-XC 60 D-5 MOMENTUM 2.4  AWD Diesel  5p;VOLVO XC60;474
029110-2;Volvo-XC 60 T-5 INSCRIPTION 2.0 245 cv FWD 5p;VOLVO XC60;474
029123-4;Volvo-XC 60 T-5 INSCRIPTION 2.0 AWD 5p;VOLVO XC60;474
029102-1;Volvo-XC 60 T-5 KINETIC 2.0 245cv FWD 5p;VOLVO XC60;474
029104-8;Volvo-XC 60 T-5 MOMENTUM 2.0 245cv FWD 5p;VOLVO XC60;474
029121-8;Volvo-XC 60 T-5 MOMENTUM 2.0 254cv AWD 5p;VOLVO XC60;474
029122-6;Volvo-XC 60 T-5 R-DESIGN 2.0 AWD 5p;VOLVO XC60;474
029101-3;Volvo-XC 60 T-6  R-DESIGN 2.0 306cv FWD 5p;VOLVO XC60;474
029097-1;Volvo-XC 60 T-6 INSCRIPTION 2.0 FWD 5p;VOLVO XC60;474
520002-4;WALKBUS - Phanter Special ( Escolar ) 2p (diesel);WALKBUS;475
520003-2;WALKBUS - Phanter Special ( Executivo/ Turismo ) 2;WALKBUS;475
520001-6;WALKBUS - Phanter Special ( Urbano/ SPTRANS ) 2p (;WALKBUS;475
851001-6;WUYANG - WY 125-ESD;WUYANG;476
851003-2;WUYANG - WY 125-ESD PLUS;WUYANG;476
851002-4;WUYANG - WY 150-EX;WUYANG;476
851008-3;WUYANG-JET+ 50;WUYANG;476
851006-7;WUYANG-MIND X50q;WUYANG;476
851005-9;WUYANG-WY 48Q-2 LIBERTY 50;WUYANG;476
851007-5;WUYANG-WY 48Q-2 PHOENIX + 50;WUYANG;476
851009-1;WUYANG-WY 48Q-2 PHOENIX S 50;WUYANG;476
812022-6;701 ENDURO;Motos Outras;477
812021-8;701 SUPERMOTO;Motos Outras;477
881008-7;Bacio 125cc;Motos Outras;477
875003-3;BARHOG 300cc;Motos Outras;477
886002-5;BEE 125cc Monaco;Motos Outras;477
886005-0;BEE 200cc GT;Motos Outras;477
886003-3;BEE 200cc Royale;Motos Outras;477
886001-7;BEE 50cc;Motos Outras;477
881007-9;Bellavita 150cc;Motos Outras;477
822024-7;BEVERLY Sport Touring 350 i.e 330cc;Motos Outras;477
872003-7;BLACK JACK 320;Motos Outras;477
888006-9;BM-S 180;Motos Outras;477
871001-5;BR III 150CC;Motos Outras;477
867011-0;Brave 150 Quadriciclo;Motos Outras;477
867012-9;Brave 450 Quadriciclo;Motos Outras;477
867010-2;Brave 70  Quadriciclo;Motos Outras;477
888009-3;Café Racer B31;Motos Outras;477
881014-1;Cappuccino S 50cc;Motos Outras;477
881010-9;Cappuccino150cc;Motos Outras;477
887001-2;CARGA Baú 125cc;Motos Outras;477
887003-9;CARGA Baú 160cc;Motos Outras;477
887002-0;CARGA Caçamba 125cc;Motos Outras;477
887005-5;CARGA Caçamba 160cc;Motos Outras;477
887004-7;CARGA Gás 160cc;Motos Outras;477
883010-0;CHIEF;Motos Outras;477
883008-8;CHIEF DARK HORSE;Motos Outras;477
883009-6;CHIEFTAIN DARK HORSE;Motos Outras;477
888007-7;Ciclo City Veloce 1000W;Motos Outras;477
879001-9;Classic/Classic Chrome 500cc;Motos Outras;477
881004-4;Custom 150cc;Motos Outras;477
881003-6;Custom S 150cc;Motos Outras;477
885004-6;DK 150;Motos Outras;477
814015-4;DUNNA 600cc;Motos Outras;477
863006-2;E RETRÔ 2000 Watts (Elétrica);Motos Outras;477
888005-0;Eko City 1200W;Motos Outras;477
888008-5;Eko Hunter 2000W;Motos Outras;477
872001-0;FENIX GOLD 240;Motos Outras;477
872004-5;Ghost 270/320;Motos Outras;477
888004-2;GTR 250;Motos Outras;477
885002-0;HAOJUE-CHOPPER ROAD 150;Motos Outras;477
885001-1;HAOJUE-LINDY 125;Motos Outras;477
885003-8;HAOJUE-NEX 110;Motos Outras;477
856005-6;HB 50Q;Motos Outras;477
865008-0;HYPE 50cc;Motos Outras;477
883002-9;INDIAN-CHIEF CLASSIC;Motos Outras;477
883006-1;INDIAN-CHIEF SPRINGFIELD;Motos Outras;477
883003-7;INDIAN-CHIEF VINTAGE;Motos Outras;477
883004-5;INDIAN-CHIEFTAIN;Motos Outras;477
883005-3;INDIAN-ROADMASTER;Motos Outras;477
883001-0;INDIAN-SCOUT;Motos Outras;477
814016-2;JL 50 Q8/MOBY 50;Motos Outras;477
888010-7;KRC F5-LX 50;Motos Outras;477
888002-6;KRC LIV-50;Motos Outras;477
881017-6;Lambreta V200 Special;Motos Outras;477
863005-4;LY 125T -5 RETRÔ;Motos Outras;477
888001-8;MAXX KRC50;Motos Outras;477
865014-4;Meet 50cc;Motos Outras;477
886004-1;Monaco 150cc;Motos Outras;477
869001-4;MOTO TRUCK LD 150 ZH;Motos Outras;477
882003-1;MOTOCAR-MCA-200;Motos Outras;477
882005-8;MOTOCAR-MCA-250;Motos Outras;477
882002-3;MOTOCAR-MCF-200;Motos Outras;477
882004-0;MOTOCAR-MCF-250;Motos Outras;477
882001-5;MOTOCAR-MTX-150;Motos Outras;477
881013-3;MOTORINO-Cappuccino 50cc;Motos Outras;477
881012-5;MOTORINO-Vitesse 150cc;Motos Outras;477
822026-3;MP3 300 278cc;Motos Outras;477
873003-2;MT7 CHOPPER 1.6 Pop;Motos Outras;477
873001-6;MT7 CHOPPER 1.6 Std.;Motos Outras;477
873002-4;MT7 CHOPPER 1.6 Top.;Motos Outras;477
839015-0;MV AGUSTA-RIVALE 800;Motos Outras;477
865010-1;Naked 150cc;Motos Outras;477
875001-7;ProStreet 300cc;Motos Outras;477
865009-8;QUICK 150cc;Motos Outras;477
865011-0;RACER 150cc;Motos Outras;477
877001-8;rebellian 250;Motos Outras;477
880012-0;RIGUETE-TRC-01 RGT-5 1.6;Motos Outras;477
879008-6;Royal Enfield-Bullet 500;Motos Outras;477
879007-8;Royal Enfield-Classic 500 EFI;Motos Outras;477
879006-0;Royal Enfield-Classic Battle Green 500 EFI;Motos Outras;477
879003-5;Royal Enfield-Classic Chrome 500 EFI;Motos Outras;477
879005-1;Royal Enfield-Classic Desert Storm 500 EFI;Motos Outras;477
879004-3;Royal Enfield-Classic Squadron Blue 500 EFI;Motos Outras;477
879002-7;Royal Enfield-Continental 535 EFI;Motos Outras;477
883007-0;SCOUT BOBBER;Motos Outras;477
814017-0;SKY 50;Motos Outras;477
884004-0;Sportsman 570 EFI 4x4 Quadriciclo;Motos Outras;477
884003-2;Sportsman 570 EFI Touri. 4x4 Quadriciclo;Motos Outras;477
884002-4;Sportsman SP 570 EPS 4x4 Quadriciclo;Motos Outras;477
884001-6;Sportsman XP 1000 4x4 Quadriciclo;Motos Outras;477
875002-5;SPYDER 300cc;Motos Outras;477
872002-9;SPYDER 320;Motos Outras;477
802019-1;SR 150cc;Motos Outras;477
802018-3;SR RACE 150cc;Motos Outras;477
881001-0;Star 150cc;Motos Outras;477
881002-8;Star 200cc;Motos Outras;477
881011-7;Star automatic 125cc;Motos Outras;477
850020-7;SUN 150;Motos Outras;477
865012-8;Texas 150cc;Motos Outras;477
880006-5;TRC-01 GRAN LUXO 1.6;Motos Outras;477
880011-1;TRC-01 GRAN LUXO 1.8;Motos Outras;477
880001-4;TRC-01 JUNIOR 1.8;Motos Outras;477
880002-2;TRC-01 JUNIOR SE 1.8;Motos Outras;477
880003-0;TRC-01 LUXO 1.6;Motos Outras;477
880004-9;TRC-01 SUPER LUXO 1.6;Motos Outras;477
880009-0;TRC-01 SUPER LUXO 1.8;Motos Outras;477
880005-7;TRC-01 SUPER LUXO SE 1.6;Motos Outras;477
880010-3;TRC-01 SUPER LUXO SE 1.8;Motos Outras;477
880007-3;TRC-01 VERSÃO 1 1.8;Motos Outras;477
880008-1;TRC-01 VERSÃO 2 1.8;Motos Outras;477
878004-8;Trciclo TC Cargo Chassi;Motos Outras;477
870006-0;TRE 899 K;Motos Outras;477
878003-0;Triciclo TB Cargo Bau;Motos Outras;477
878002-1;Triciclo TC Cargo Carroceria;Motos Outras;477
878001-3;Triciclo TC Cargo Plataforma;Motos Outras;477
874001-1;TRIMOTO 125cc Picape;Motos Outras;477
874002-0;TRIMOTO 125cc Picape Baú;Motos Outras;477
877002-6;TRITON Li 150;Motos Outras;477
881006-0;Velocette 150cc;Motos Outras;477
881005-2;Velvet 150cc;Motos Outras;477
881015-0;Velvet 50cc;Motos Outras;477
881016-8;Velvet LT 125cc;Motos Outras;477
822025-5;VESPA GTV/GTS Touring 300 i.e 278cc;Motos Outras;477
822022-0;VESPA LXV 150 155cc;Motos Outras;477
881009-5;Volti 3000w;Motos Outras;477
877003-4;Vthunder 250;Motos Outras;477
867013-7;WARRIOR 250 Quadriciclo;Motos Outras;477
867014-5;WARRIOR 400 4x4 Quadriciclo;Motos Outras;477
867015-3;WARRIOR 700 4x4 Quadriciclo;Motos Outras;477
851004-0;WY 200 ZH;Motos Outras;477
850017-7;XY 125 JET;Motos Outras;477
850014-2;XY 125 New Wave;Motos Outras;477
850019-3;XY 150-5 Fire;Motos Outras;477
850012-6;XY 200-5 A RACING;Motos Outras;477
850018-5;XY 250-6B DISCOVER ;Motos Outras;477
850021-5;XY 50-Q Cross;Motos Outras;477
850016-9;XY 50Q VMV;Motos Outras;477
850015-0;XY 50-Q2 RETRO/JET/BIKE;Motos Outras;477
085011-0;DB9 Coupe 6.0 V12 510cv;Aston Demais;478
085006-3;DB9 Volante 6.0 V12 470cv;Aston Demais;478
004366-4;MALIBU LTZ 2.4 16V 171cv 4p;Aston Demais;478
085007-1;Rapide 6.0 V12 477cv;Aston Demais;478
085009-8;Rapide S 6.0 V12 550cv;Aston Demais;478
085008-0;V12 Vantage S 6.0 565cv;Aston Demais;478
085010-1;Vanquish V12 6.0 565cv;Aston Demais;478
085004-7;Vantage 6.0 V12 510cv;Aston Demais;478
085002-0;Vantage Coupe 4.7 V8 425cv;Aston Demais;478
085003-9;Vantage Roadster 4.7 V8 420cv;Aston Demais;478
085001-2;Vantage S Coupe 4.7 V8 430cv;Aston Demais;478
085005-5;Virage Coupe 6.0 V12 490cv;Aston Demais;478
008153-1;A1 1.4 TFSI 122cv S-Tronic 3p;Audi Demais;479
008177-9;A1 2.0 TFSI Quattro 256cv 3p;Audi Demais;479
008172-8;A1 Sport 1.4 TFSI 185cv 3p S-tronic;Audi Demais;479
008173-6;A1 Sportback 1.4 TFSI 122cv 5p S-tronic;Audi Demais;479
008174-4;A1 Sportback 1.4 TFSI 185cv 5p S-Tronic;Audi Demais;479
008159-0;Q3 2.0 16VTFSI Quattro 170cv S-tronic 5p;Audi Demais;479
008160-4;Q3 2.0 16VTFSI Quattro 211cv S-tronic 5p;Audi Demais;479
008225-2;Q3 Black Ed. 1.4 TFSI Flex S-tronic 5p;Audi Demais;479
008227-9;Q3 Prestige 1.4 TFSI Flex S-tronic;Audi Demais;479
008228-7;Q3 Prestige Plus 1.4 TFSI Flex S-tronic;Audi Demais;479
008134-5;Q5 2.0 16V TB FSI Quattro S Tronic;Audi Demais;479
008186-8;Q5 2.0 16V TFSI 225cv Quattro Tiptronic;Audi Demais;479
008224-4;Q5 2.0 TFSI Quattro S tronic (Blindado);Audi Demais;479
008182-5;Q5 3.0 V6 TFSI 272cv Quattro Tiptronic;Audi Demais;479
008137-0;Q5 3.2 FSI V6 Quattro S Tronic;Audi Demais;479
008240-6;Q5 Black 2.0 TFSI Quattro S tronic;Audi Demais;479
008238-4;Q5 Prestige 2.0 TFSI Quattro S tronic ;Audi Demais;479
008239-2;Q5 Prestige Plus 2.0 TFSI Quat. S tronic;Audi Demais;479
008155-8;R8 Spyder 5.2 V10 QUATTRO R-tronic;Audi Demais;479
008193-0;RS Q3 2.5 TFSI Quattro 310cv S-tronic 5p;Audi Demais;479
008157-4;RS3 Sportback 2.5 TFSI Quattro S-tronic;Audi Demais;479
008183-3;RS4 4.2 Avant 32V FSI Quattro S-tronic ;Audi Demais;479
008151-5;RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p;Audi Demais;479
008189-2;RS6 4.0 Avant FSI BI-TB Quattro Tip. 5p;Audi Demais;479
008194-9;RS7 Sportback 4.0 TFSI Quattro Tiptronic;Audi Demais;479
008191-4;S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic;Audi Demais;479
008168-0;S5 Cabriolet 3.0 TSFI Quattro Stronic;Audi Demais;479
008166-3;S5 Sportback 3.0 TFSI Quattro Stronic;Audi Demais;479
008188-4;S7 4.0 TFSI 420cv Quattro S-tronic;Audi Demais;479
